x0,x1,label
9.83346929201134,0.3195651093777252,0
1.8010453051255848,8.705071600052035,0
4.423918279499989,3.488906449359642,1
0.2807296256238656,2.689037370052856,1
5.999494089257185,9.167512351796706,0
9.950973612288616,4.00495952837459,0
9.581510799195085,0.5793505013491762,0
9.825007398859341,8.581878294242932,0
7.773791053530483,8.084978955861356,0
0.38521346065909845,8.79507698953397,1
7.5403575805357566,1.0203354671132636,1
5.563801062986611,8.797315023281131,0
4.855559224103265,2.103157755581689,1
9.611634981746281,4.412181332381547,0
8.869879452061651,3.3491866182826446,0
4.072790969943522,6.813339201306747,0
1.1555312821324226,2.8121956540022186,1
0.43370034272152025,8.686878541373138,1
1.743795469383842,9.23997035552662,0
6.972938321976528,3.0054060376893355,1
7.834578976607509,1.1376015876770296,1
3.4342909533149344,1.0611050587297788,1
2.155431809082904,0.7464947197197458,1
4.727958548914169,1.5926106095591641,1
5.532307071163016,8.64636540947909,0
6.211447777152577,5.342536231167222,0
3.952324221840132,4.675782912633958,1
1.2945279636690021,2.5458071250926215,1
8.191004803187186,7.902706410956691,0
1.3836078412218766,1.4198152020186927,1
9.329670874268208,0.9104468983992242,0
0.9264859124555536,5.8196464215070645,1
5.358719212169785,2.9183415193652107,1
8.86271135625408,1.7213926338592522,0
2.36546754442847,5.331955627250483,1
8.76823180718591,5.317205870826376,0
6.754989424602539,5.071614973210536,0
4.5919225297948705,3.669678342294145,1
3.873416197650459,8.570212186599868,0
9.496385444282238,1.5011194277091522,0
1.2368065380684556,3.7949946039649496,1
6.624720088597876,7.5049676950118815,0
4.762933740259511,2.7457392948154924,1
8.257675387470822,5.220815849479555,0
8.124823359312419,9.902738951709951,0
6.39776359409752,1.0930023290654856,1
6.830842887477195,3.7999054738893823,0
9.285541902131198,9.321094046063116,0
8.129549458666206,4.861179244185276,0
4.692680868062123,0.4823560177007402,1
4.421662295043114,6.49077673111495,0
8.660525074211169,9.515190648274205,0
7.484837815802946,0.853209466024275,1
2.5921912652763957,1.1239579776033048,1
5.441564446206093,5.830626538391992,0
7.966601182894799,6.226822249505587,0
1.7017116238864882,8.18004981271262,1
7.961586174814693,0.7264609203698358,1
1.714429548863654,1.8135707787334743,1
8.993899739347656,3.322250818526382,0
4.985451390648969,7.1916474077043615,0
1.979148822119392,1.7028702870601364,1
4.801971300978875,6.002203294280005,0
8.083301330641842,1.7692579928190055,1
9.683815243364272,7.357330318886138,0
5.97282992461249,9.206733148259989,0
3.562114521732865,1.6862143679552544,1
0.7783453932125295,3.127259188096935,1
9.07294530073741,2.7628707724392845,0
5.03059137087818,0.5565003065584162,1
0.8166510016882689,3.3931201088903986,1
7.932821458905552,9.092017520857896,0
0.32944531186726467,8.884728370425938,1
5.570092646418892,9.89873191075538,0
3.371063870880231,6.188925980829564,1
1.735972704373131,4.51825888311436,1
9.732321019754359,7.122142847358596,0
3.839564892386508,4.029176850314732,1
7.468046979073726,3.7041962814100238,0
5.324562274276937,2.2578996154760778,1
2.1809801619964677,2.5418384631226907,1
2.9488759055823444,0.743330399415093,1
3.136875279093292,2.0386484979004615,1
4.391017351153366,1.6198836986839538,1
1.341441565313004,6.401688961546414,1
3.9256898362578907,7.219772641851046,0
4.262530950516061,6.080026760259787,0
7.013025396212348,8.805005267006162,0
9.15258204460012,8.280419725140655,0
1.4618805911988442,3.4758929194293886,1
1.1985851508188217,9.073612201688439,0
7.005916874710164,2.0335027267474945,1
9.882139790401169,1.6262684726085652,0
5.758671046608521,6.699592539212038,0
2.1311778638130985,2.7885851081253152,1
6.845222053262519,2.824891687380906,1
3.288317095304445,9.152107949155647,0
4.9922566262860535,6.019894560564902,0
9.334790163456637,5.120022382986795,0
5.905343934496745,8.586014194357901,0
3.2239975204770985,2.837027228408285,1
7.884737542818905,1.6517271447921777,1
7.468021459875166,8.79929896681722,0
2.558267885203259,8.167661678827924,0
6.701093998244395,1.1585410174783162,1
6.382840065866669,2.9870613395564636,1
2.4294155507224846,7.35506308344659,1
4.79838631897877,7.709660144067519,0
2.878752246210896,5.470514547432307,1
1.5882381185743177,9.282857596822131,0
9.454863272311673,3.4016155763016287,0
0.8355632337889451,8.958554931829747,1
8.431868267641692,3.5515596671605687,0
0.21440422102122936,9.961980226462503,0
9.067755132481352,2.124786807338037,0
0.40337212818826185,3.6995833260099187,1
0.4504818152786505,5.2192974308987585,1
1.7583948666733107,5.172122460977072,1
5.718183123617614,9.807771313942675,0
6.453473970651105,0.06448018147569012,1
7.465025888419303,5.938176141967776,0
6.895910576145296,5.748531749891367,0
3.3328046060440952,7.230764850556502,0
5.964086170986832,5.857721311277819,0
5.415789222331125,6.553998046912968,0
1.6501576995713962,9.181222503420223,0
8.003507194689076,1.7074054041937814,1
0.9008078403952979,1.6657644306440045,1
5.020413238426248,2.524677963114199,1
2.4266569746250743,2.3809059903632654,1
0.6959996828239889,1.7189183969861077,1
5.959852939168057,3.034468260152856,1
8.353185660092848,2.291781368092632,0
7.928651348561369,3.076520112525759,0
9.663678459309185,8.83119061694199,0
8.078850898305356,7.217486415702985,0
3.6442428258740636,3.021120708257331,1
4.14280493109925,7.1409260646334936,0
2.558697735735432,9.805965894852417,0
1.231396978738969,8.348226898137222,1
9.243192500374759,8.145028278864393,0
3.050775562384922,8.443323101828575,0
5.5957038505354975,7.291231721785655,0
3.430269516272746,1.7779101167970923,1
1.740759535104287,0.27211872348854027,1
2.8482884682819476,3.112527352081478,1
0.05358632584810841,4.907780357610507,1
1.6108772283667416,5.751055058650295,1
4.723567146642186,4.840995151314635,1
4.518317460328158,5.562449579307587,0
7.305190038800027,1.54131409892161,1
8.032327354817419,9.296258288281765,0
4.51562060277658,2.9486504436011884,1
9.640813988435827,6.022070732775408,0
7.160195863473936,3.393591814753986,0
8.290959212245362,1.6325148211393326,1
9.631067521581665,1.5807784767204958,0
7.4289624849576095,4.163354466315389,0
0.5261367964375296,2.325462461517324,1
5.74619795451797,6.738415025790746,0
3.377722848657676,8.132569589375905,0
2.43951738656759,7.757753824898944,0
1.5511931748879815,8.584643153538424,0
3.9555185214986155,5.094134202932189,1
2.5227503116367545,0.6691799150795696,1
6.2147025979025745,4.080344105617004,0
6.519447679037925,5.823808584217569,0
8.96127444170886,9.068471542264902,0
1.9064084598884279,8.08993867130381,1
0.797466878446087,6.3198470245365606,1
5.674894534801064,6.182317436345491,0
2.611534938194607,9.900972224221693,0
9.656848909567499,2.4653808801330133,0
5.423892655054685,9.322889465347533,0
1.403319677877679,5.376913796919597,1
5.929741006562549,9.120571853085252,0
2.3551236767757064,2.7247189243634864,1
1.4524380619715727,4.98278875586564,1
8.858574143699096,8.598120616379056,0
2.9153645756383972,8.739163361699777,0
1.0277006321119708,1.0357817723034024,1
4.007028404188068,9.41954982675882,0
6.167560380070528,4.987783353132462,0
9.773740915492024,6.69260395999088,0
7.577812310883046,8.046269565966274,0
0.3195263953509142,7.42260032856993,1
6.1914888883737405,6.927638790535222,0
2.8356047703430933,5.645030391419985,1
6.068577609800382,1.1290978774868887,1
5.68453437366108,6.861331640570775,0
