4.618173390239010412e-01 2.565428627328764644e-01
1.739165839903780819e+00 1.042730506246711819e+00
2.110838509288664455e-01 1.329556746175012127e-01
8.329387710338711504e-01 5.053502241863649935e-01
8.339944935722642949e-01 4.910710091276945244e-01
7.847535348232161923e-01 4.716485493564054332e-01
2.232503931161240740e-01 1.276507844593545715e-01
1.745744052239450950e+00 1.058120268519936458e+00
1.564544630061887487e+00 9.734855036053436939e-01
1.494812052113364542e+00 9.038918711899394109e-01
1.033273987386901238e+00 5.770240413291822801e-01
9.263804897260370375e-01 5.530927685019787488e-01
4.686069495569040733e-01 2.689018211416968063e-01
1.148685458134120596e+00 6.313734597258462422e-01
2.850517442203011509e+00 1.550585870834598534e+00
2.749134429193536566e-01 1.560986652948430364e-01
1.444263476690991421e+00 8.699916028852366923e-01
9.196456624812254788e-01 5.142521628777374509e-01
8.257150224746880873e-01 4.518506088614354099e-01
7.134358078021645344e-01 4.354581161799110922e-01
1.069032539800042064e-01 5.717327147657563086e-02
1.377713779312894404e+00 7.725627912961423593e-01
1.103099627576367842e-01 5.966059024860427551e-02
1.418557336281286885e+00 7.963186729532055752e-01
7.057580154415118434e-01 3.962342141500760362e-01
8.764433921574575903e-01 5.111655011898501577e-01
1.488527911180721253e+00 8.229630578767865856e-01
5.380716373078835435e-01 3.084806585473327534e-01
2.372776755881315314e+00 1.441817995392705498e+00
3.767944427613030278e-01 2.427494197653848329e-01
7.660988381612492404e-01 4.584253575762475275e-01
7.020363320482596592e-01 3.899073033450262127e-01
4.716784436852758389e-01 2.790804478408116518e-01
5.825762731204312539e-01 3.725978231666895457e-01
1.270783252196591162e+00 7.476216017557695270e-01
1.413799099650387747e+00 8.146928305328560160e-01
3.676873494209200177e-01 2.210028835655157287e-01
1.421556266846169647e+00 8.632340457399650946e-01
2.840457048144207630e-01 1.598163473587294603e-01
5.245771751657372084e-01 2.827289109016810631e-01
1.470835981100144574e+00 8.339554367700253712e-01
6.683567362321828353e-01 4.007343920505723189e-01
9.439930385542026903e-01 5.319498959136386151e-01
1.083258511111463429e+00 6.335895290297758331e-01
1.102391837722283219e+00 6.024286759108811173e-01
8.336115941933596174e-01 4.838170894254596455e-01
1.032083619730076229e+00 5.730667354840641714e-01
1.421074195518643224e+00 8.114164231634337643e-01
4.873666129906931710e-01 2.753455981261980767e-01
2.798456825375365553e-01 1.620289333916433427e-01
1.863946174095890251e+00 1.053308805366871770e+00
1.538431979551869500e+00 8.938740894900772949e-01
5.048891166427791344e-01 3.124230752136232803e-01
1.520209613527233605e+00 8.150999338702342722e-01
2.031838486665660248e+00 1.173846769981607752e+00
1.625209119324397378e+00 9.065787133945193421e-01
1.454392660994514364e+00 7.956881517418744609e-01
1.425908631968831886e+00 8.771534447170922233e-01
7.263025492297445762e-01 4.407698383530349040e-01
1.111110468548537122e+00 6.576169654743746484e-01
9.563001285709658017e-01 5.493998872864385152e-01
3.916015904025562100e-01 2.355722164477646041e-01
1.602236080933550300e+00 9.040952787142358948e-01
1.363722739994375655e+00 7.925752429159236279e-01
6.130207245573925379e-01 3.783120946284336261e-01
8.681132850241679577e-01 4.912921553441710332e-01
3.129340224982541385e-01 1.816776999085309707e-01
1.178716179702966382e+00 7.269743088476170456e-01
3.283436330039930517e+00 1.797290147180231612e+00
1.670198031808736161e+00 9.443954091448597543e-01
1.421127912170559338e+00 7.857214899759765725e-01
1.180495021610537654e+00 6.538258121717652749e-01
8.693819832289610972e-01 4.837217843858657162e-01
1.164083369752349828e+00 6.850799582050267622e-01
2.959837207421823699e-02 1.668537153756266544e-02
3.555103672099488854e-01 1.930767220018392016e-01
1.769304207015296171e-01 1.148891993616685259e-01
8.922370344461345582e-01 5.172313421517816812e-01
1.424128698545426008e+00 8.042611728413773253e-01
2.657350378101969834e+00 1.589651724836224744e+00
2.442336420924961171e+00 1.414357253731270747e+00
1.651332110343971094e+00 1.040775043983845016e+00
9.865818103141040796e-01 5.400514255378323636e-01
7.299185752714062447e-01 4.639936852557998148e-01
1.148057503938345159e+00 6.913292598082092510e-01
6.749652505650218792e-01 3.912572516459637550e-01
1.124746279480119071e+00 6.335640473404785533e-01
5.278116883738779297e-01 2.777625297314355035e-01
5.196033919272643464e-01 3.334470718883658091e-01
2.179326292819577515e-01 1.294621495092234120e-01
1.452967998281978756e-01 7.686050216931647472e-02
4.889434484513871526e-01 2.581221858397206859e-01
5.209613801393710997e-01 3.223024296508881226e-01
4.003277539545399000e-01 2.352900534981316460e-01
4.000547338651909701e-01 2.326928919733388945e-01
1.588472624638799680e+00 9.140397645641961111e-01
4.374235578974652872e-01 2.882333292934576296e-01
1.684401504924039505e+00 9.959495375174883813e-01
1.054881684618851123e+00 6.040708447106836188e-01
1.478689415960442899e+00 8.237721994795268454e-01
9.030523667163736778e-01 4.934610474325766272e-01
2.137829075881318985e+00 1.190937324883625914e+00
1.095263008421559769e+00 6.327635074001680682e-01
9.496265697823645935e-01 5.348229715177402754e-01
9.980884757791875783e-01 5.693803572764538634e-01
1.264358546124890736e+00 7.166231423096086628e-01
1.097250775949801582e+00 6.354097103698109761e-01
1.697356964666996593e+00 9.702344627638292973e-01
6.011810217894824060e-01 3.478154454604593937e-01
9.432064967958289081e-01 5.269571798046437383e-01
