6.779715308684060027e-01 7.770721983616736273e-01
7.036235067205162119e-01 7.293265354455533700e-01
-6.420914095658556420e-01 6.132021745804364654e-01
1.964945619912502162e+00 4.232419004763122994e-02
2.125585087491693170e-01 9.743028109225519984e-01
1.985026357852177070e-01 -1.278696781740275012e-01
1.708068271027710638e-01 9.725916387906976546e-01
1.355200100408331387e-01 7.197592992176853055e-02
1.739606612718880563e-01 1.000146714222773126e+00
7.673138114077261429e-01 5.922493528253478523e-01
1.976237585552883091e+00 1.227225230961924152e-01
4.620998603901401713e-01 7.793575611378362744e-01
1.586115044621498882e+00 -3.206136502278179590e-01
1.554586006691147215e+00 -4.238101233557902137e-01
1.698571860692533297e+00 -2.219428303485806442e-01
1.373705941062312030e-01 9.958075054673923843e-01
-7.124551448062148573e-01 5.670442290905605143e-01
1.863220458213352915e+00 -3.383086159549560795e-02
-9.335680677200710598e-01 4.316985769558807640e-01
1.834766132172197250e-01 -6.280637555092813407e-02
-5.444165610520232956e-01 8.315554617718029506e-01
1.873537224371323973e+00 2.742516485314980823e-01
1.776115133557725434e+00 -1.522874936828156889e-01
-5.680347085509867416e-02 1.000495269849604796e+00
1.011877245584894114e+00 1.438234956655385921e-01
4.101434070451801528e-01 -2.283190360170173072e-01
-3.622670025979779496e-02 1.038819626309304800e+00
8.028849022293240711e-01 5.485595109202101582e-01
6.151867853706131095e-01 8.600107935543714888e-01
6.099319091214774335e-01 -4.521086526012096929e-01
-4.114666641811539627e-01 9.040525075054837156e-01
1.067359581689379944e+00 7.360411368746933025e-02
2.947088877947092733e-01 9.443165780545872412e-01
9.356927821014995317e-01 5.846151003278570180e-01
-7.629550803268170256e-01 6.455011043875666932e-01
1.116968016766604205e-01 -3.018809962157392723e-04
-9.725237950588672131e-01 2.426776178320718680e-01
1.014386501582129396e+00 -5.068145723924852852e-01
-7.354215899076871343e-02 9.756269599050526597e-01
2.015901524679585943e+00 1.400833458840746448e-01
9.120839239447061653e-01 5.122827376526160048e-01
1.156883645680027994e+00 -4.875230763069481332e-01
1.018282781421861571e+00 1.640371475912334731e-01
-4.758022251313887008e-01 8.072671139295273246e-01
1.141401938861502652e-02 9.626764106028139201e-02
1.461296839144615944e+00 -3.261583970969919033e-01
8.853994560511275758e-01 1.635436611979891597e-01
1.291813690123007063e-01 9.501180186834056185e-01
-6.868634030250897471e-01 7.513624423583393774e-01
1.241749619137883509e-01 1.373838645985209217e-01
1.768317607183022444e+00 -5.582318992686280401e-02
5.425658196138359868e-01 -4.341138541229088710e-01
6.072249147086130616e-01 8.439997755395458601e-01
1.916987077437739995e+00 1.640577983199731915e-01
1.441317800766916513e+00 -4.097715834376632893e-01
4.894929149174904182e-01 9.199921380455027276e-01
1.985901152096522626e+00 4.227416621398940033e-01
-1.245529622485155030e-01 1.017701947269318952e+00
-3.965873052473753990e-01 1.031605830836573867e+00
